,dest_node,source_node,weight,source_class,dest_class,edge_class
139,OMIM113610,OMIM103780,0.13944,Di,Di,Di-Di
140,OMIM113610,OMIM104130,0.2095,Di,Di,Di-Di
141,OMIM113610,OMIM104300,0.27786,Di,Di,Di-Di
142,OMIM113610,OMIM106400,0.058802,Di,Di,Di-Di
143,OMIM113610,OMIM107320,0.16369,Di,Di,Di-Di
144,OMIM113610,OMIM107550,0.075737,Di,Di,Di-Di
145,OMIM113610,OMIM107650,0.25883,Di,Di,Di-Di
146,OMIM113610,OMIM109100,0.1146,Di,Di,Di-Di
147,OMIM113610,OMIM109200,0.035317,Di,Di,Di-Di
148,OMIM113610,OMIM109350,0.047572,Di,Di,Di-Di
149,OMIM113610,OMIM109543,0.05067,Di,Di,Di-Di
150,OMIM113610,OMIM109800,0.057974,Di,Di,Di-Di
151,OMIM113610,OMIM110100,0.20314000000000002,Di,Di,Di-Di
152,OMIM114480,OMIM102100,0.12202,Di,Di,Di-Di
153,OMIM114480,OMIM102300,0.065148,Di,Di,Di-Di
154,OMIM114480,OMIM102400,0.093803,Di,Di,Di-Di
155,OMIM114480,OMIM102500,0.23425,Di,Di,Di-Di
156,OMIM114480,OMIM103100,0.081014,Di,Di,Di-Di
157,OMIM114480,OMIM103780,0.15528,Di,Di,Di-Di
158,OMIM114480,OMIM104130,0.16404000000000002,Di,Di,Di-Di
159,OMIM114480,OMIM104300,0.24315,Di,Di,Di-Di
160,OMIM114480,OMIM106400,0.14428,Di,Di,Di-Di
161,OMIM114480,OMIM107320,0.20154,Di,Di,Di-Di
162,OMIM114480,OMIM107550,0.12382,Di,Di,Di-Di
163,OMIM114480,OMIM107650,0.18849000000000002,Di,Di,Di-Di
164,OMIM114480,OMIM109100,0.14832,Di,Di,Di-Di
165,OMIM114480,OMIM109200,0.20676,Di,Di,Di-Di
166,OMIM114480,OMIM109350,0.10494,Di,Di,Di-Di
167,OMIM114480,OMIM109543,0.072163,Di,Di,Di-Di
168,OMIM114480,OMIM109800,0.24716999999999997,Di,Di,Di-Di
169,OMIM114480,OMIM110100,0.22221,Di,Di,Di-Di
170,OMIM114480,OMIM113610,0.14857,Di,Di,Di-Di
171,OMIM114500,OMIM102100,0.029271,Di,Di,Di-Di
172,OMIM114500,OMIM102300,0.016280000000000003,Di,Di,Di-Di
173,OMIM114500,OMIM102400,0.044489,Di,Di,Di-Di
174,OMIM114500,OMIM102500,0.15006,Di,Di,Di-Di
175,OMIM114500,OMIM103100,0.018319,Di,Di,Di-Di
176,OMIM114500,OMIM103780,0.08363200000000001,Di,Di,Di-Di
177,OMIM114500,OMIM104130,0.065215,Di,Di,Di-Di
178,OMIM114500,OMIM104300,0.1538,Di,Di,Di-Di
179,OMIM114500,OMIM106400,0.017618,Di,Di,Di-Di
180,OMIM114500,OMIM107320,0.055617999999999994,Di,Di,Di-Di
181,OMIM114500,OMIM107550,0.05658,Di,Di,Di-Di
182,OMIM114500,OMIM107650,0.057949,Di,Di,Di-Di
183,OMIM114500,OMIM109100,0.12904000000000002,Di,Di,Di-Di
184,OMIM114500,OMIM109200,0.16141,Di,Di,Di-Di
185,OMIM114500,OMIM109350,0.26966,Di,Di,Di-Di
186,OMIM114500,OMIM109543,0.08425099999999999,Di,Di,Di-Di
187,OMIM114500,OMIM109800,0.41839,Di,Di,Di-Di
188,OMIM114500,OMIM110100,0.20090999999999998,Di,Di,Di-Di
189,OMIM114500,OMIM113610,0.055117,Di,Di,Di-Di
190,OMIM114500,OMIM114480,0.35152,Di,Di,Di-Di
191,OMIM114550,OMIM102100,0.058957,Di,Di,Di-Di
192,OMIM114550,OMIM102300,0.037869,Di,Di,Di-Di
193,OMIM114550,OMIM102400,0.07259,Di,Di,Di-Di
194,OMIM114550,OMIM102500,0.1693,Di,Di,Di-Di
195,OMIM114550,OMIM103100,0.065368,Di,Di,Di-Di
196,OMIM114550,OMIM103780,0.16752999999999998,Di,Di,Di-Di
197,OMIM114550,OMIM104130,0.11657000000000001,Di,Di,Di-Di
198,OMIM114550,OMIM104300,0.24604,Di,Di,Di-Di
199,OMIM114550,OMIM106400,0.061947,Di,Di,Di-Di
200,OMIM114550,OMIM107320,0.11185,Di,Di,Di-Di
201,OMIM114550,OMIM107550,0.06343700000000001,Di,Di,Di-Di
202,OMIM114550,OMIM107650,0.10274000000000001,Di,Di,Di-Di
203,OMIM114550,OMIM109100,0.17477,Di,Di,Di-Di
204,OMIM114550,OMIM109200,0.09540599999999999,Di,Di,Di-Di
205,OMIM114550,OMIM109350,0.17364000000000002,Di,Di,Di-Di
206,OMIM114550,OMIM109543,0.09118899999999999,Di,Di,Di-Di
207,OMIM114550,OMIM109800,0.34781999999999996,Di,Di,Di-Di
208,OMIM114550,OMIM110100,0.12958,Di,Di,Di-Di
209,OMIM114550,OMIM113610,0.083151,Di,Di,Di-Di
210,OMIM114550,OMIM114480,0.30156,Di,Di,Di-Di
211,OMIM114550,OMIM114500,0.29519,Di,Di,Di-Di
212,OMIM114580,OMIM102100,0.10873,Di,Di,Di-Di
213,OMIM114580,OMIM102300,0.0412,Di,Di,Di-Di
214,OMIM114580,OMIM102500,0.23451999999999998,Di,Di,Di-Di
215,OMIM114580,OMIM103100,0.084413,Di,Di,Di-Di
216,OMIM114580,OMIM103780,0.12493,Di,Di,Di-Di
217,OMIM114580,OMIM104130,0.36264,Di,Di,Di-Di
218,OMIM114580,OMIM104300,0.22516999999999998,Di,Di,Di-Di
219,OMIM114580,OMIM106400,0.099261,Di,Di,Di-Di
220,OMIM114580,OMIM107320,0.24425,Di,Di,Di-Di
221,OMIM114580,OMIM107550,0.15979000000000002,Di,Di,Di-Di
222,OMIM114580,OMIM107650,0.17557999999999999,Di,Di,Di-Di
223,OMIM114580,OMIM109100,0.21491999999999997,Di,Di,Di-Di
224,OMIM114580,OMIM109200,0.23956999999999998,Di,Di,Di-Di
225,OMIM114580,OMIM109350,0.07576799999999999,Di,Di,Di-Di
226,OMIM114580,OMIM110100,0.17353,Di,Di,Di-Di
227,OMIM114580,OMIM113610,0.14816,Di,Di,Di-Di
228,OMIM114580,OMIM114480,0.2184,Di,Di,Di-Di
229,OMIM114580,OMIM114500,0.13373,Di,Di,Di-Di
230,OMIM114580,OMIM114550,0.13304000000000002,Di,Di,Di-Di
231,OMIM115000,OMIM102500,0.066591,Di,Di,Di-Di
232,OMIM115000,OMIM103780,0.09132799999999999,Di,Di,Di-Di
233,OMIM115000,OMIM104300,0.046277,Di,Di,Di-Di
234,OMIM115000,OMIM107320,0.079,Di,Di,Di-Di
235,OMIM115000,OMIM107650,0.11045,Di,Di,Di-Di
236,OMIM115000,OMIM109100,0.020474000000000003,Di,Di,Di-Di
237,OMIM115000,OMIM109800,0.040688999999999996,Di,Di,Di-Di
238,OMIM115000,OMIM113610,0.060122,Di,Di,Di-Di
239,OMIM115000,OMIM114480,0.025539,Di,Di,Di-Di
240,OMIM115000,OMIM114580,0.032482,Di,Di,Di-Di
241,OMIM115195,OMIM102300,0.042939,Di,Di,Di-Di
242,OMIM115195,OMIM102400,0.076291,Di,Di,Di-Di
243,OMIM115195,OMIM102500,0.11955999999999999,Di,Di,Di-Di
244,OMIM115195,OMIM103100,0.035211,Di,Di,Di-Di
245,OMIM115195,OMIM103780,0.15052000000000001,Di,Di,Di-Di
246,OMIM115195,OMIM104130,0.032285,Di,Di,Di-Di
247,OMIM115195,OMIM104300,0.054861,Di,Di,Di-Di
248,OMIM115195,OMIM106400,0.09457,Di,Di,Di-Di
249,OMIM115195,OMIM107320,0.12757000000000002,Di,Di,Di-Di
250,OMIM115195,OMIM107550,0.044563,Di,Di,Di-Di
251,OMIM115195,OMIM107650,0.053153,Di,Di,Di-Di
252,OMIM115195,OMIM109100,0.08351499999999999,Di,Di,Di-Di
253,OMIM115195,OMIM109800,0.03163,Di,Di,Di-Di
254,OMIM115195,OMIM110100,0.08567899999999999,Di,Di,Di-Di
255,OMIM115195,OMIM113610,0.11830999999999998,Di,Di,Di-Di
256,OMIM115195,OMIM114480,0.062354,Di,Di,Di-Di
257,OMIM115195,OMIM114500,0.020574000000000002,Di,Di,Di-Di
258,OMIM115195,OMIM114550,0.048221,Di,Di,Di-Di
259,OMIM115195,OMIM114580,0.052862,Di,Di,Di-Di
260,OMIM115195,OMIM115000,0.13571,Di,Di,Di-Di
261,OMIM115300,OMIM102100,0.20381,Di,Di,Di-Di
262,OMIM115300,OMIM102500,0.11843,Di,Di,Di-Di
263,OMIM115300,OMIM103100,0.081368,Di,Di,Di-Di
264,OMIM115300,OMIM103780,0.17868,Di,Di,Di-Di
265,OMIM115300,OMIM104130,0.19682,Di,Di,Di-Di
266,OMIM115300,OMIM104300,0.20026,Di,Di,Di-Di
267,OMIM115300,OMIM106400,0.11596,Di,Di,Di-Di
268,OMIM115300,OMIM107320,0.054885,Di,Di,Di-Di
269,OMIM115300,OMIM107550,0.21616,Di,Di,Di-Di
270,OMIM115300,OMIM107650,0.24255,Di,Di,Di-Di
271,OMIM115300,OMIM109100,0.043367,Di,Di,Di-Di
272,OMIM115300,OMIM109200,0.09373300000000001,Di,Di,Di-Di
273,OMIM115300,OMIM109350,0.042363,Di,Di,Di-Di
274,OMIM115300,OMIM109800,0.034839,Di,Di,Di-Di
275,OMIM115300,OMIM110100,0.12222000000000001,Di,Di,Di-Di
276,OMIM115300,OMIM113610,0.10522999999999999,Di,Di,Di-Di
277,OMIM115300,OMIM114480,0.17994000000000002,Di,Di,Di-Di
278,OMIM115300,OMIM114500,0.099647,Di,Di,Di-Di
279,OMIM115300,OMIM114550,0.20945999999999998,Di,Di,Di-Di
280,OMIM115300,OMIM114580,0.23326999999999998,Di,Di,Di-Di
281,OMIM115645,OMIM102100,0.20112,Di,Di,Di-Di
282,OMIM115645,OMIM102400,0.022547,Di,Di,Di-Di
283,OMIM115645,OMIM102500,0.31343000000000004,Di,Di,Di-Di
284,OMIM115645,OMIM103100,0.13013,Di,Di,Di-Di
285,OMIM115645,OMIM103780,0.067242,Di,Di,Di-Di
286,OMIM115645,OMIM104130,0.30877,Di,Di,Di-Di
287,OMIM115645,OMIM104300,0.1664,Di,Di,Di-Di
288,OMIM115645,OMIM106400,0.090395,Di,Di,Di-Di
289,OMIM115645,OMIM107320,0.088051,Di,Di,Di-Di
290,OMIM115645,OMIM107550,0.27923000000000003,Di,Di,Di-Di
291,OMIM115645,OMIM107650,0.17544,Di,Di,Di-Di
292,OMIM115645,OMIM109100,0.088923,Di,Di,Di-Di
293,OMIM115645,OMIM109200,0.14231,Di,Di,Di-Di
294,OMIM115645,OMIM109350,0.13354000000000002,Di,Di,Di-Di
295,OMIM115645,OMIM109543,0.10611,Di,Di,Di-Di
296,OMIM115645,OMIM109800,0.060413999999999995,Di,Di,Di-Di
297,OMIM115645,OMIM110100,0.34310999999999997,Di,Di,Di-Di
298,OMIM115645,OMIM113610,0.15473,Di,Di,Di-Di
299,OMIM115645,OMIM114480,0.15833,Di,Di,Di-Di
300,OMIM115645,OMIM114500,0.10242000000000001,Di,Di,Di-Di
301,OMIM115645,OMIM114550,0.075027,Di,Di,Di-Di
302,OMIM115645,OMIM114580,0.23844,Di,Di,Di-Di
303,OMIM115645,OMIM115000,0.040098,Di,Di,Di-Di
304,OMIM115645,OMIM115195,0.06526900000000001,Di,Di,Di-Di
305,OMIM115645,OMIM115300,0.20010999999999998,Di,Di,Di-Di
306,OMIM119500,OMIM102100,0.31442,Di,Di,Di-Di
307,OMIM119500,OMIM102300,0.12863,Di,Di,Di-Di
308,OMIM119500,OMIM102400,0.32476,Di,Di,Di-Di
309,OMIM119500,OMIM102500,0.38835,Di,Di,Di-Di
310,OMIM119500,OMIM103100,0.21055,Di,Di,Di-Di
311,OMIM119500,OMIM103780,0.044079,Di,Di,Di-Di
312,OMIM119500,OMIM104130,0.24606999999999998,Di,Di,Di-Di
313,OMIM119500,OMIM104300,0.1248,Di,Di,Di-Di
314,OMIM119500,OMIM106400,0.19283,Di,Di,Di-Di
315,OMIM119500,OMIM107320,0.10138,Di,Di,Di-Di
316,OMIM119500,OMIM107550,0.1654,Di,Di,Di-Di
317,OMIM119500,OMIM107650,0.16513,Di,Di,Di-Di
318,OMIM119500,OMIM109100,0.11879,Di,Di,Di-Di
319,OMIM119500,OMIM109200,0.20457,Di,Di,Di-Di
320,OMIM119500,OMIM109350,0.07585800000000001,Di,Di,Di-Di
321,OMIM119500,OMIM109543,0.046191,Di,Di,Di-Di
322,OMIM119500,OMIM109800,0.10439000000000001,Di,Di,Di-Di
323,OMIM119500,OMIM110100,0.43845,Di,Di,Di-Di
324,OMIM119500,OMIM113610,0.14715999999999999,Di,Di,Di-Di
325,OMIM119500,OMIM114480,0.17619,Di,Di,Di-Di
326,OMIM119500,OMIM114500,0.14631,Di,Di,Di-Di
327,OMIM119500,OMIM114550,0.12857000000000002,Di,Di,Di-Di
328,OMIM119500,OMIM114580,0.18463,Di,Di,Di-Di
329,OMIM119500,OMIM115195,0.090449,Di,Di,Di-Di
330,OMIM119500,OMIM115300,0.13127,Di,Di,Di-Di
331,OMIM119500,OMIM115645,0.24547,Di,Di,Di-Di
332,OMIM121200,OMIM102300,0.12913,Di,Di,Di-Di
333,OMIM121200,OMIM102400,0.028417,Di,Di,Di-Di
334,OMIM121200,OMIM102500,0.13597,Di,Di,Di-Di
335,OMIM121200,OMIM103100,0.078815,Di,Di,Di-Di
336,OMIM121200,OMIM103780,0.11149,Di,Di,Di-Di
337,OMIM121200,OMIM104130,0.25809,Di,Di,Di-Di
338,OMIM121200,OMIM104300,0.18054,Di,Di,Di-Di
339,OMIM121200,OMIM106400,0.035224,Di,Di,Di-Di
340,OMIM121200,OMIM107320,0.14374,Di,Di,Di-Di
341,OMIM121200,OMIM107550,0.033247000000000006,Di,Di,Di-Di
342,OMIM121200,OMIM107650,0.23771,Di,Di,Di-Di
343,OMIM121200,OMIM109100,0.10124,Di,Di,Di-Di
344,OMIM121200,OMIM109800,0.023597,Di,Di,Di-Di
345,OMIM121200,OMIM110100,0.077206,Di,Di,Di-Di
346,OMIM121200,OMIM113610,0.1767,Di,Di,Di-Di
347,OMIM121200,OMIM114480,0.093073,Di,Di,Di-Di
348,OMIM121200,OMIM114500,0.0307,Di,Di,Di-Di
349,OMIM121200,OMIM114550,0.07197,Di,Di,Di-Di
350,OMIM121200,OMIM114580,0.078922,Di,Di,Di-Di
351,OMIM121200,OMIM115195,0.082268,Di,Di,Di-Di
352,OMIM121200,OMIM115645,0.097453,Di,Di,Di-Di
353,OMIM121200,OMIM119500,0.048632,Di,Di,Di-Di
354,OMIM121201,OMIM102300,0.17336,Di,Di,Di-Di
355,OMIM121201,OMIM102400,0.037578,Di,Di,Di-Di
356,OMIM121201,OMIM102500,0.13207,Di,Di,Di-Di
357,OMIM121201,OMIM103100,0.10442,Di,Di,Di-Di
358,OMIM121201,OMIM103780,0.14968,Di,Di,Di-Di
359,OMIM121201,OMIM104130,0.32111,Di,Di,Di-Di
360,OMIM121201,OMIM104300,0.1737,Di,Di,Di-Di
361,OMIM121201,OMIM106400,0.046579,Di,Di,Di-Di
362,OMIM121201,OMIM107320,0.14945,Di,Di,Di-Di
363,OMIM121201,OMIM107550,0.043965,Di,Di,Di-Di
364,OMIM121201,OMIM107650,0.17113,Di,Di,Di-Di
365,OMIM121201,OMIM109100,0.067122,Di,Di,Di-Di
366,OMIM121201,OMIM109800,0.031205,Di,Di,Di-Di
367,OMIM121201,OMIM110100,0.10334000000000002,Di,Di,Di-Di
368,OMIM121201,OMIM113610,0.21948,Di,Di,Di-Di
369,OMIM121201,OMIM114480,0.12311,Di,Di,Di-Di
370,OMIM121201,OMIM114500,0.020297,Di,Di,Di-Di
371,OMIM121201,OMIM114550,0.095148,Di,Di,Di-Di
372,OMIM121201,OMIM114580,0.10436,Di,Di,Di-Di
373,OMIM121201,OMIM115195,0.10879000000000001,Di,Di,Di-Di
374,OMIM121201,OMIM115645,0.064525,Di,Di,Di-Di
375,OMIM121201,OMIM119500,0.064411,Di,Di,Di-Di
376,OMIM121201,OMIM121200,0.72144,Di,Di,Di-Di
377,OMIM125310,OMIM102100,0.14261,Di,Di,Di-Di
378,OMIM125310,OMIM102300,0.1185,Di,Di,Di-Di
379,OMIM125310,OMIM102400,0.045794999999999995,Di,Di,Di-Di
380,OMIM125310,OMIM102500,0.1374,Di,Di,Di-Di
381,OMIM125310,OMIM103100,0.19685999999999998,Di,Di,Di-Di
382,OMIM125310,OMIM103780,0.13052,Di,Di,Di-Di
383,OMIM125310,OMIM104130,0.17182,Di,Di,Di-Di
384,OMIM125310,OMIM104300,0.31314000000000003,Di,Di,Di-Di
385,OMIM125310,OMIM106400,0.075039,Di,Di,Di-Di
386,OMIM125310,OMIM107320,0.1767,Di,Di,Di-Di
387,OMIM125310,OMIM107550,0.19567,Di,Di,Di-Di
388,OMIM125310,OMIM107650,0.22868000000000002,Di,Di,Di-Di
389,OMIM125310,OMIM109100,0.17989000000000002,Di,Di,Di-Di
390,OMIM125310,OMIM109200,0.048483,Di,Di,Di-Di
391,OMIM125310,OMIM109800,0.11780999999999998,Di,Di,Di-Di
392,OMIM125310,OMIM110100,0.16186,Di,Di,Di-Di
393,OMIM125310,OMIM113610,0.37283,Di,Di,Di-Di
394,OMIM125310,OMIM114480,0.14533,Di,Di,Di-Di
395,OMIM125310,OMIM114500,0.064291,Di,Di,Di-Di
396,OMIM125310,OMIM114550,0.093323,Di,Di,Di-Di
397,OMIM125310,OMIM114580,0.20404,Di,Di,Di-Di
398,OMIM125310,OMIM115000,0.054104,Di,Di,Di-Di
399,OMIM125310,OMIM115195,0.06401699999999999,Di,Di,Di-Di
400,OMIM125310,OMIM115300,0.10181,Di,Di,Di-Di
401,OMIM125310,OMIM115645,0.14597000000000002,Di,Di,Di-Di
402,OMIM125310,OMIM119500,0.17253,Di,Di,Di-Di
403,OMIM125310,OMIM121200,0.16446,Di,Di,Di-Di
404,OMIM125310,OMIM121201,0.20438,Di,Di,Di-Di
405,OMIM125320,OMIM102300,0.16858,Di,Di,Di-Di
406,OMIM125320,OMIM102500,0.0647,Di,Di,Di-Di
407,OMIM125320,OMIM103100,0.068593,Di,Di,Di-Di
408,OMIM125320,OMIM103780,0.14526,Di,Di,Di-Di
409,OMIM125320,OMIM104130,0.1496,Di,Di,Di-Di
